,Name,Users
0,south andaman,5846
1,north and middle andaman,632
2,nicobars,262
3,744103,1608
4,744101,1108
5,744105,1075
6,744102,1006
7,744104,272
8,744202,237
9,744112,215
10,744301,207
11,744107,196
12,744211,156
13,south andaman,8143
14,north and middle andaman,911
15,nicobars,351
16,744103,2188
17,744101,1521
18,744105,1492
19,744102,1419
20,744104,396
21,744202,343
22,744112,299
23,744107,293
24,744301,273
25,744211,240
26,south andaman,10474
27,north and middle andaman,1208
28,nicobars,467
29,744103,2741
30,744101,1978
31,744105,1935
32,744102,1803
33,744104,507
34,744202,446
35,744112,388
36,744107,384
37,744301,372
38,744211,327
39,south andaman,13133
40,north and middle andaman,1553
41,nicobars,536
42,744103,3373
43,744101,2498
44,744105,2416
45,744102,2231
46,744104,634
47,744202,554
48,744107,548
49,744112,496
50,744211,433
51,744301,425
52,south andaman,15961
53,north and middle andaman,2013
54,nicobars,622
55,744103,4136
56,744101,3030
57,744105,2994
58,744102,2667
59,744104,756
60,744202,753
61,744107,667
62,744112,585
63,744211,524
64,744301,488
65,south andaman,18621
66,north and middle andaman,2417
67,nicobars,693
68,744103,4748
69,744101,3631
70,744105,3547
71,744102,3008
72,744202,885
73,744104,878
74,744107,787
75,744112,672
76,744211,633
77,744301,534
78,south andaman,20518
79,north and middle andaman,2662
80,nicobars,751
81,744103,5218
82,744101,4026
83,744105,3920
84,744102,3250
85,744202,982
86,744104,975
87,744107,885
88,744112,765
89,744211,701
90,744301,575
91,south andaman,22202
92,north and middle andaman,2955
93,nicobars,803
94,744103,5637
95,744101,4321
96,744105,4277
97,744102,3485
98,744202,1087
99,744104,1062
100,744107,953
101,744112,812
102,744211,783
103,744301,611
104,south andaman,24174
105,north and middle andaman,3315
106,nicobars,879
107,744103,6108
108,744101,4689
109,744105,4684
110,744102,3727
111,744202,1216
112,744104,1154
113,744107,1062
114,744112,889
115,744211,886
116,744301,669
117,south andaman,27626
118,north and middle andaman,4100
119,nicobars,984
120,744103,6804
121,744105,5479
122,744101,5365
123,744102,4066
124,744202,1475
125,744104,1333
126,744107,1252
127,744112,1039
128,744211,1036
129,744205,806
130,south andaman,34833
131,north and middle andaman,5355
132,nicobars,1147
133,744103,8318
134,744105,7007
135,744101,6881
136,744102,4919
137,744202,1965
138,744104,1718
139,744107,1710
140,744112,1372
141,744211,1279
142,744205,1008
143,south andaman,43908
144,north and middle andaman,7076
145,nicobars,1412
146,744103,10408
147,744105,8962
148,744101,8593
149,744102,5882
150,744202,2711
151,744107,2346
152,744104,2167
153,744112,1761
154,744211,1579
155,744205,1346
156,south andaman,48352
157,north and middle andaman,7833
158,nicobars,1573
159,744103,11416
160,744105,9934
161,744101,9457
162,744102,6395
163,744202,3005
164,744107,2586
165,744104,2383
166,744112,1940
167,744211,1774
168,744205,1505
169,south andaman,51903
170,north and middle andaman,8493
171,nicobars,1699
172,744103,12268
173,744105,10668
174,744101,10120
175,744102,6837
176,744202,3261
177,744107,2783
178,744104,2573
179,744112,2083
180,744211,1904
181,744205,1626
182,south andaman,55873
183,north and middle andaman,9263
184,nicobars,1846
185,744103,13198
186,744105,11480
187,744101,10866
188,744102,7313
189,744202,3543
190,744107,3027
191,744104,2777
192,744112,2250
193,744211,2055
194,744205,1771
195,south andaman,59807
196,north and middle andaman,10002
197,nicobars,1971
198,744103,14127
199,744105,12300
200,744101,11623
201,744102,7813
202,744202,3815
203,744107,3247
204,744104,2962
205,744112,2411
206,744211,2200
207,744205,1902
208,south andaman,63487
209,north and middle andaman,10720
210,nicobars,2081
211,744103,15011
212,744105,13070
213,744101,12300
214,744102,8271
215,744202,4107
216,744107,3455
217,744104,3146
218,744112,2552
219,744211,2344
220,744205,2034
221,south andaman,66959
222,north and middle andaman,11379
223,nicobars,2192
224,744103,15799
225,744105,13791
226,744101,12947
227,744102,8709
228,744202,4361
229,744107,3674
230,744104,3319
231,744112,2700
232,744211,2471
233,744205,2162
234,south andaman,70445
235,north and middle andaman,11897
236,nicobars,2300
237,744103,16666
238,744105,14503
239,744101,13649
240,744102,9148
241,744202,4572
242,744107,3868
243,744104,3493
244,744112,2837
245,744211,2577
246,744205,2268
247,south andaman,73692
248,north and middle andaman,12361
249,nicobars,2389
250,744103,17406
251,744105,15185
252,744101,14337
253,744102,9591
254,744202,4760
255,744107,4051
256,744104,3647
257,744112,2975
258,744211,2679
259,744205,2358
260,south andaman,77052
261,north and middle andaman,12941
262,nicobars,2491
263,744103,18209
264,744105,15848
265,744101,15006
266,744102,10033
267,744202,4993
268,744107,4239
269,744104,3795
270,744112,3141
271,744211,2792
272,744205,2480
273,south andaman,80112
274,north and middle andaman,13600
275,nicobars,2617
276,744103,18944
277,744105,16488
278,744101,15562
279,744102,10387
280,744202,5239
281,744107,4425
282,744104,3937
283,744112,3261
284,744211,2917
285,744205,2605
286,south andaman,83305
287,north and middle andaman,14216
288,nicobars,2734
289,744103,19673
290,744105,17171
291,744101,16188
292,744102,10799
293,744202,5480
294,744107,4591
295,744104,4082
296,744112,3382
297,744211,3033
298,744205,2716
299,visakhapatnam,497187
300,east godavari,350356
301,krishna,323673
302,guntur,317065
303,chittoor,309541
304,anantapur,241192
305,kurnool,240133
306,west godavari,213335
307,spsr nellore,194475
308,prakasam,189949
309,517501,39884
310,530016,34201
311,517507,34111
312,515001,31964
313,516001,29078
314,518002,29043
315,530026,26889
316,516360,26187
317,520010,24397
318,524002,23439
319,visakhapatnam,636052
320,east godavari,454398
321,krishna,431965
322,guntur,420326
323,chittoor,414306
324,anantapur,326383
325,kurnool,319313
326,west godavari,282393
327,spsr nellore,261049
328,prakasam,253458
329,517501,53468
330,517507,45241
331,530016,43386
332,515001,42466
333,516001,38402
334,518002,37593
335,516360,34544
336,530026,34126
337,520010,31871
338,524002,31134
339,visakhapatnam,769096
340,east godavari,558982
341,krishna,537086
342,guntur,518931
343,chittoor,515727
344,anantapur,405855
345,kurnool,394311
346,west godavari,349782
347,spsr nellore,322446
348,prakasam,314899
349,517501,65157
350,517507,54849
351,530016,52259
352,515001,51449
353,516001,46691
354,518002,45145
355,516360,41963
356,530026,40580
357,520010,38918
358,524002,37559
359,visakhapatnam,978288
360,east godavari,694455
361,krishna,682479
362,chittoor,665280
363,guntur,659552
364,anantapur,510892
365,kurnool,498582
366,west godavari,435668
367,spsr nellore,407495
368,prakasam,394962
369,517501,82873
370,517507,70421
371,530016,65549
372,515001,63576
373,516001,58028
374,518002,55735
375,516360,52058
376,530026,51900
377,520010,48991
378,524002,46616
379,visakhapatnam,1174517
380,east godavari,839277
381,krishna,833694
382,chittoor,812314
383,guntur,802394
384,anantapur,612162
385,kurnool,599422
386,west godavari,523372
387,spsr nellore,491908
388,prakasam,474260
389,517501,100561
390,517507,85980
391,530016,77790
392,515001,75171
393,516001,68514
394,518002,66689
395,530026,61623
396,516360,60798
397,520010,59055
398,524002,55931
399,visakhapatnam,1318740
400,krishna,952300
401,east godavari,945181
402,chittoor,925491
403,guntur,915256
404,anantapur,695114
405,kurnool,680118
406,west godavari,592185
407,spsr nellore,558303
408,prakasam,539462
409,517501,113033
410,517507,97534
411,530016,87556
412,515001,84157
413,516001,76617
414,518002,75952
415,530026,68283
416,516360,66885
417,520010,66082
418,524002,62933
419,visakhapatnam,1460464
420,krishna,1066546
421,east godavari,1057167
422,chittoor,1032733
423,guntur,1026418
424,anantapur,773656
425,kurnool,755024
426,west godavari,662102
427,spsr nellore,619592
428,prakasam,598568
429,517501,124727
430,517507,108199
431,530016,97323
432,515001,93191
433,518002,84918
434,516001,84693
435,530026,74501
436,516360,73267
437,520010,72722
438,524002,69783
439,visakhapatnam,1620235
440,krishna,1199971
441,east godavari,1195228
442,guntur,1158708
443,chittoor,1156351
444,anantapur,873033
445,kurnool,846885
446,west godavari,750078
447,spsr nellore,697154
448,prakasam,673522
449,517501,136436
450,517507,119146
451,530016,106404
452,515001,102848
453,516001,94209
454,518002,94193
455,516360,81619
456,530026,81191
457,520010,79453
458,524002,77681
459,visakhapatnam,1763581
460,krishna,1331602
461,east godavari,1329664
462,guntur,1289678
463,chittoor,1270907
464,anantapur,971850
465,kurnool,936293
466,west godavari,843835
467,spsr nellore,775440
468,prakasam,748655
469,517501,146823
470,517507,129214
471,530016,114042
472,515001,111359
473,518002,102905
474,516001,102893
475,516360,89774
476,530026,87449
477,524002,85878
478,520010,85779
479,visakhapatnam,1904719
480,east godavari,1459116
481,krishna,1459041
482,guntur,1426271
483,chittoor,1385916
484,anantapur,1076953
485,kurnool,1035093
486,west godavari,944829
487,spsr nellore,854459
488,prakasam,830709
489,517501,156221
490,517507,138735
491,530016,120621
492,515001,119223
493,518002,112673
494,516001,111898
495,516360,98803
496,524002,93834
497,530026,93224
498,520010,91299
499,visakhapatnam,2058346
500,east godavari,1601940
501,krishna,1599289
502,guntur,1567595
503,chittoor,1506503
504,anantapur,1186851
505,kurnool,1132240
506,west godavari,1053674
507,spsr nellore,937176
508,prakasam,915240
509,517501,166768
510,517507,149001
511,515001,128227
512,530016,128059
513,518002,121529
514,516001,120997
515,516360,108073
516,524002,102103
517,530026,99754
518,520010,97752
519,visakhapatnam,2209658
520,east godavari,1746280
521,krishna,1744028
522,guntur,1712940
523,chittoor,1631331
524,anantapur,1295872
525,kurnool,1230466
526,west godavari,1163179
527,spsr nellore,1022944
528,prakasam,999462
529,517501,178328
530,517507,160062
531,515001,137945
532,530016,136049
533,518002,130871
534,516001,130500
535,516360,117397
536,524002,110746
537,530026,106320
538,520010,104956
539,visakhapatnam,2368081
540,east godavari,1878769
541,krishna,1876458
542,guntur,1843237
543,chittoor,1751420
544,anantapur,1394849
545,kurnool,1323411
546,west godavari,1254117
547,spsr nellore,1100541
548,prakasam,1075936
549,517501,190712
550,517507,171417
551,515001,147941
552,530016,145206
553,518002,140153
554,516001,139840
555,516360,126260
556,524002,118730
557,530026,113581
558,520010,112324
559,visakhapatnam,2526830
560,east godavari,2006272
561,krishna,2002662
562,guntur,1968681
563,chittoor,1870723
564,anantapur,1492738
565,kurnool,1415585
566,west godavari,1339377
567,spsr nellore,1176334
568,prakasam,1151232
569,517501,203005
570,517507,182425
571,515001,157649
572,530016,154509
573,518002,149368
574,516001,148851
575,516360,134622
576,524002,126459
577,530026,120973
578,520010,119561
579,visakhapatnam,2707931
580,east godavari,2150622
581,krishna,2145423
582,guntur,2110878
583,chittoor,2007011
584,anantapur,1606735
585,kurnool,1522196
586,west godavari,1436576
587,spsr nellore,1263550
588,prakasam,1239147
589,517501,216777
590,517507,194860
591,515001,168654
592,530016,164812
593,518002,159802
594,516001,158891
595,516360,144068
596,524002,135136
597,530026,129270
598,520010,127618
599,visakhapatnam,2888774
600,east godavari,2294347
601,krishna,2288148
602,guntur,2252443
603,chittoor,2141818
604,anantapur,1719437
605,kurnool,1628242
606,west godavari,1532898
607,spsr nellore,1349290
608,prakasam,1325728
609,517501,230688
610,517507,207174
611,515001,179763
612,530016,175300
613,518002,170267
614,516001,169158
615,516360,153381
616,524002,143764
617,530026,137812
618,520010,135719
619,visakhapatnam,3061324
620,east godavari,2432305
621,krishna,2423373
622,guntur,2387051
623,chittoor,2270705
624,anantapur,1827094
625,kurnool,1729513
626,west godavari,1626039
627,spsr nellore,1431664
628,prakasam,1408929
629,517501,243791
630,517507,218905
631,515001,190203
632,530016,185094
633,518002,180102
634,516001,179007
635,516360,162263
636,524002,151939
637,530026,145842
638,520010,143308
639,visakhapatnam,3226029
640,east godavari,2564165
641,krishna,2552107
642,guntur,2514794
643,chittoor,2392549
644,anantapur,1928213
645,kurnool,1825280
646,west godavari,1714357
647,spsr nellore,1509927
648,prakasam,1487589
649,517501,256290
650,517507,229983
651,515001,200266
652,530016,194513
653,518002,189505
654,516001,188295
655,516360,170855
656,524002,159834
657,530026,153586
658,520010,150546
659,visakhapatnam,3397514
660,east godavari,2702234
661,krishna,2685215
662,guntur,2647100
663,chittoor,2517657
664,anantapur,2030824
665,kurnool,1924127
666,west godavari,1805967
667,spsr nellore,1588875
668,prakasam,1567520
669,517501,269370
670,517507,241720
671,515001,210661
672,530016,204230
673,518002,199354
674,516001,197910
675,516360,179806
676,524002,168015
677,530026,161715
678,520010,158071
679,visakhapatnam,3566854
680,east godavari,2835087
681,krishna,2813645
682,guntur,2774365
683,chittoor,2636036
684,anantapur,2128066
685,kurnool,2018290
686,west godavari,1893310
687,spsr nellore,1663684
688,prakasam,1642503
689,517501,282766
690,517507,253314
691,515001,221328
692,530016,214155
693,518002,209376
694,516001,207725
695,516360,188768
696,524002,176415
697,530026,169957
698,520010,165734
699,visakhapatnam,3732544
700,east godavari,2965296
701,krishna,2941585
702,guntur,2900895
703,chittoor,2755784
704,anantapur,2228505
705,kurnool,2114023
706,west godavari,1980446
707,spsr nellore,1740294
708,prakasam,1719910
709,517501,295420
710,517507,264456
711,515001,231542
712,530016,223726
713,518002,219100
714,516001,217104
715,516360,197437
716,524002,184419
717,530026,177985
718,520010,173156
719,visakhapatnam,3877504
720,east godavari,3082893
721,krishna,3054956
722,guntur,3014655
723,chittoor,2865250
724,anantapur,2323796
725,kurnool,2202517
726,west godavari,2059880
727,spsr nellore,1811781
728,prakasam,1792637
729,517501,306201
730,517507,273955
731,515001,240176
732,530016,231775
733,518002,227292
734,516001,225126
735,516360,204900
736,524002,191332
737,530026,184561
738,520001,179439
739,visakhapatnam,4035323
740,east godavari,3211557
741,krishna,3177643
742,guntur,3137289
743,chittoor,2981337
744,anantapur,2421293
745,kurnool,2295754
746,west godavari,2146530
747,spsr nellore,1887005
748,prakasam,1868997
749,517501,317981
750,517507,284487
751,515001,249655
752,530016,240480
753,518002,236199
754,516001,233874
755,516360,213165
756,524002,198528
757,530026,192066
758,520001,186511
759,papum pare,7649
760,west kameng,2202
761,east siang,1803
762,tawang,1525
763,changlang,1208
764,lohit,1207
765,west siang,846
766,namsai,737
767,lower dibang valley,601
768,upper subansiri,572
769,791110,2316
770,791111,2203
771,791113,1475
772,791102,1471
773,790104,1139
774,791001,969
775,791109,857
776,792103,829
777,792001,828
778,790116,766
779,papum pare,11418
780,west kameng,3442
781,east siang,2646
782,tawang,2266
783,changlang,2014
784,lohit,1898
785,namsai,1276
786,west siang,1224
787,lower dibang valley,893
788,upper subansiri,883
789,791110,3488
790,791111,3272
791,791113,2219
792,791102,2212
793,790104,1698
794,792103,1457
795,791001,1421
796,792001,1315
797,791109,1231
798,790116,1213
799,papum pare,16009
800,west kameng,4765
801,east siang,3590
802,tawang,3112
803,changlang,2889
804,lohit,2612
805,namsai,1862
806,west siang,1652
807,lower dibang valley,1286
808,tirap,1226
809,791110,4872
810,791111,4610
811,791113,3178
812,791102,3077
813,790104,2328
814,792103,2067
815,791001,1907
816,792001,1819
817,790116,1623
818,791109,1612
819,papum pare,21342
820,west kameng,6492
821,east siang,4813
822,tawang,4085
823,changlang,4036
824,lohit,3588
825,namsai,2495
826,west siang,2117
827,lower dibang valley,1827
828,tirap,1684
829,791110,6599
830,791111,6225
831,791113,4115
832,791102,4109
833,790104,3034
834,792103,2741
835,792001,2577
836,791001,2444
837,790116,2206
838,791109,2071
839,papum pare,26298
840,west kameng,8115
841,east siang,5899
842,changlang,5210
843,tawang,5023
844,lohit,4416
845,namsai,3153
846,west siang,2656
847,lower dibang valley,2314
848,tirap,2082
849,791110,8094
850,791111,7673
851,791113,5140
852,791102,5030
853,790104,3751
854,792103,3477
855,792001,3160
856,791001,3103
857,790116,2798
858,791109,2519
859,papum pare,32800
860,west kameng,9782
861,east siang,7319
862,changlang,6884
863,tawang,5908
864,lohit,5485
865,namsai,3914
866,west siang,3393
867,lower dibang valley,2842
868,tirap,2697
869,791110,10055
870,791111,9597
871,791113,6418
872,791102,6283
873,790104,4437
874,792103,4369
875,791001,3960
876,792001,3918
877,790116,3335
878,791109,3151
879,papum pare,38845
880,west kameng,11186
881,east siang,8571
882,changlang,8145
883,tawang,6553
884,lohit,6421
885,namsai,4563
886,west siang,4101
887,lower dibang valley,3398
888,tirap,3099
889,791110,11834
890,791111,11464
891,791113,7593
892,791102,7308
893,792103,5172
894,790104,4964
895,791001,4733
896,792001,4605
897,791109,3715
898,790116,3709
899,papum pare,44746
900,west kameng,12562
901,east siang,9859
902,changlang,9662
903,lohit,7386
904,tawang,7303
905,namsai,5190
906,west siang,4773
907,lower dibang valley,3944
908,tirap,3605
909,791110,13737
910,791111,13109
911,791113,8753
912,791102,8369
913,792103,5974
914,790104,5523
915,791001,5499
916,792001,5268
917,791109,4216
918,790116,4071
919,papum pare,51342
920,west kameng,13983
921,east siang,11298
922,changlang,11262
923,lohit,8454
924,tawang,8048
925,namsai,6029
926,west siang,5757
927,lower dibang valley,4650
928,lower subansiri,4351
929,791110,15867
930,791111,14888
931,791113,10049
932,791102,9584
933,792103,6949
934,791001,6631
935,790104,6108
936,792001,6044
937,791109,4808
938,792110,4690
939,papum pare,59968
940,west kameng,15766
941,changlang,14036
942,east siang,13601
943,lohit,10154
944,tawang,8993
945,namsai,7426
946,west siang,7239
947,lower dibang valley,5782
948,lower subansiri,5392
949,791110,18699
950,791111,17137
951,791113,11777
952,791102,11547
953,792103,8648
954,791001,8304
955,792001,7106
956,790104,6860
957,792110,5825
958,791109,5521
959,papum pare,69419
960,west kameng,17636
961,changlang,16385
962,east siang,15921
963,lohit,11755
964,tawang,9944
965,west siang,8623
966,namsai,8553
967,lower dibang valley,6799
968,lower subansiri,6456
969,791110,21772
970,791111,19597
971,791113,13723
972,791102,13422
973,792103,9996
974,791001,9880
975,792001,8196
976,790104,7622
977,792110,6844
978,791109,6404
979,papum pare,77936
980,west kameng,19464
981,changlang,18203
982,east siang,17822
983,lohit,13126
984,tawang,10909
985,west siang,9911
986,namsai,9437
987,lower dibang valley,7693
988,lower subansiri,7388
989,791110,24414
990,791111,21845
991,791113,15540
992,791102,14955
993,791001,11382
994,792103,10964
995,792001,9130
996,790104,8391
997,792110,7743
998,791109,7262
999,papum pare,84715
1000,west kameng,21027
1001,changlang,19716
1002,east siang,19342
1003,lohit,14231
1004,tawang,11778
1005,west siang,10836
1006,namsai,10242
1007,lower dibang valley,8402
1008,lower subansiri,8044
1009,791110,26578
1010,791111,23660
1011,791113,16942
1012,791102,16191
1013,791001,12442
1014,792103,11916
1015,792001,9875
1016,790104,9066
1017,792110,8458
1018,791109,7917
1019,papum pare,90871
1020,west kameng,22625
1021,changlang,21404
1022,east siang,20817
1023,lohit,15360
1024,tawang,12636
1025,west siang,11657
1026,namsai,11111
1027,lower dibang valley,9094
1028,lower subansiri,8685
1029,791110,28553
1030,791111,25349
1031,791113,18141
1032,791102,17388
1033,791001,13401
1034,792103,12890
1035,792001,10617
1036,790104,9711
1037,792110,9156
1038,791109,8470
1039,papum pare,97854
1040,west kameng,24489
1041,changlang,23328
1042,east siang,22538
1043,lohit,16680
1044,tawang,13650
1045,west siang,12616
1046,namsai,12140
1047,lower dibang valley,9920
1048,lower subansiri,9451
1049,791110,30734
1050,791111,27265
1051,791113,19520
1052,791102,18855
1053,791001,14519
1054,792103,14068
1055,792001,11487
1056,790104,10467
1057,792110,9990
1058,791109,9111
1059,papum pare,104806
1060,west kameng,26237
1061,changlang,25155
1062,east siang,24208
1063,lohit,17980
1064,tawang,14665
1065,west siang,13555
1066,namsai,13092
1067,lower dibang valley,10679
1068,lower subansiri,10187
1069,791110,32931
1070,791111,29128
1071,791113,20914
1072,791102,20261
1073,791001,15589
1074,792103,15154
1075,792001,12358
1076,790104,11211
1077,792110,10752
1078,791109,9729
1079,papum pare,111271
1080,west kameng,27860
1081,changlang,26904
1082,east siang,25763
1083,lohit,19214
1084,tawang,15589
1085,west siang,14420
1086,namsai,14054
1087,lower dibang valley,11401
1088,lower subansiri,10854
1089,791110,34915
1090,791111,30912
1091,791113,22258
1092,791102,21601
1093,791001,16600
1094,792103,16282
1095,792001,13172
1096,790104,11905
1097,792110,11479
1098,791109,10306
1099,papum pare,117568
1100,west kameng,29424
1101,changlang,28495
1102,east siang,27240
1103,lohit,20325
1104,tawang,16475
1105,west siang,15231
1106,namsai,14887
1107,lower dibang valley,12040
1108,lower subansiri,11479
1109,791110,36914
1110,791111,32620
1111,791113,23506
1112,791102,22850
1113,791001,17531
1114,792103,17259
1115,792001,13915
1116,790104,12565
1117,792110,12124
1118,791109,10908
1119,papum pare,124095
1120,west kameng,30964
1121,changlang,29965
1122,east siang,28698
1123,lohit,21385
1124,tawang,17281
1125,west siang,16063
1126,namsai,15642
1127,lower dibang valley,12668
1128,lower subansiri,12085
1129,791110,39026
1130,791111,34393
1131,791113,24830
1132,791102,24093
1133,791001,18476
1134,792103,18186
1135,792001,14676
1136,790104,13227
1137,792110,12755
1138,791109,11498
1139,papum pare,130306
1140,west kameng,32237
1141,changlang,31196
1142,east siang,30033
1143,lohit,22359
1144,tawang,18003
1145,west siang,16816
1146,namsai,16322
1147,lower dibang valley,13188
1148,lower subansiri,12630
1149,791110,40977
1150,791111,36205
1151,791113,26077
1152,791102,25161
1153,791001,19310
1154,792103,19033
1155,792001,15408
1156,790104,13837
1157,792110,13271
1158,791109,12089
1159,papum pare,136357
1160,west kameng,33625
1161,changlang,32646
1162,east siang,31416
1163,lohit,23429
1164,tawang,18817
1165,west siang,17590
1166,namsai,17064
1167,lower dibang valley,13811
1168,lower subansiri,13220
1169,791110,42898
1170,791111,37844
1171,791113,27294
1172,791102,26359
1173,791001,20180
1174,792103,19898
1175,792001,16114
1176,790104,14456
1177,792110,13901
1178,791109,12653
1179,papum pare,141879
1180,west kameng,35075
1181,changlang,34286
1182,east siang,32826
1183,lohit,24522
1184,tawang,19674
1185,west siang,18396
1186,namsai,17877
1187,lower dibang valley,14441
1188,lower subansiri,13816
1189,791110,44631
1190,791111,39368
1191,791113,28413
1192,791102,27575
1193,791001,21123
1194,792103,20822
1195,792001,16857
1196,790104,15049
1197,792110,14532
1198,791109,13123
1199,papum pare,147681
1200,west kameng,36577
1201,changlang,35843
1202,east siang,34293
1203,lohit,25647
1204,tawang,20501
1205,west siang,19174
1206,namsai,18704
1207,lower dibang valley,15073
1208,lower subansiri,14442
1209,791110,46438
1210,791111,40993
1211,791113,29580
1212,791102,28825
1213,791001,22012
1214,792103,21807
1215,792001,17609
1216,790104,15682
1217,792110,15168
1218,791120,13685
1219,kamrup metropolitan,87336
1220,dibrugarh,21182
1221,barpeta,20485
1222,nagaon,19619
1223,cachar,19567
1224,sonitpur,18986
1225,jorhat,16442
1226,tinsukia,15998
1227,kamrup,15241
1228,dhubri,11421
1229,781032,7209
1230,781001,5507
1231,781022,5418
1232,781038,4731
1233,783380,4571
1234,785001,4526
1235,781011,4127
1236,786001,4122
1237,781009,3639
1238,781028,3517
1239,kamrup metropolitan,124720
1240,dibrugarh,30527
1241,barpeta,29882
1242,nagaon,29412
1243,cachar,29381
1244,sonitpur,28409
1245,tinsukia,23900
1246,jorhat,23683
1247,kamrup,23595
1248,dhubri,16701
1249,781032,10189
1250,781022,7914
1251,781001,7685
1252,781038,6711
1253,783380,6411
1254,785001,6375
1255,781011,5954
1256,786001,5881
1257,781009,5216
1258,781028,5010
1259,kamrup metropolitan,164101
1260,barpeta,41158
1261,cachar,40888
1262,dibrugarh,40711
1263,nagaon,40687
1264,sonitpur,38797
1265,kamrup,33197
1266,tinsukia,32870
1267,jorhat,32134
1268,dhubri,22705
1269,781032,13555
1270,781022,10377
1271,781001,10057
1272,785001,8633
1273,781038,8582
1274,783380,8312
1275,781011,7916
1276,786001,7732
1277,781028,6759
1278,781009,6651
1279,kamrup metropolitan,214212
1280,barpeta,55068
1281,nagaon,54395
1282,cachar,53209
1283,dibrugarh,52539
1284,sonitpur,51420
1285,kamrup,44868
1286,tinsukia,42624
1287,jorhat,41100
1288,dhubri,30132
1289,781032,17802
1290,781022,13976
1291,781001,12969
1292,781038,11283
1293,785001,10937
1294,783380,10374
1295,781011,10054
1296,786001,9765
1297,781028,8801
1298,781019,8559
1299,kamrup metropolitan,255112
1300,barpeta,67729
1301,nagaon,66306
1302,cachar,64241
1303,dibrugarh,62656
1304,sonitpur,62218
1305,kamrup,54910
1306,tinsukia,51108
1307,jorhat,48594
1308,dhubri,36652
1309,781032,21003
1310,781022,16624
1311,781001,15399
1312,781038,13630
1313,785001,12724
1314,783380,12282
1315,781011,11982
1316,786001,11437
1317,781028,10474
1318,781019,10045
1319,kamrup metropolitan,299219
1320,barpeta,80544
1321,nagaon,79322
1322,cachar,76533
1323,dibrugarh,74342
1324,sonitpur,73717
1325,kamrup,65883
1326,tinsukia,60548
1327,jorhat,56713
1328,dhubri,43396
1329,781032,24543
1330,781022,19460
1331,781001,17922
1332,781038,15681
1333,783380,14452
1334,785001,14373
1335,781011,13970
1336,786001,13366
1337,781009,12874
1338,781028,12313
1339,kamrup metropolitan,340588
1340,nagaon,100993
1341,barpeta,92001
1342,cachar,88048
1343,dibrugarh,84029
1344,sonitpur,83930
1345,kamrup,75174
1346,tinsukia,68999
1347,jorhat,63858
1348,dhubri,48953
1349,781032,27912
1350,781022,22162
1351,781001,20205
1352,781038,17651
1353,783380,16289
1354,785001,16065
1355,781011,15923
1356,781009,15432
1357,786001,15231
1358,781028,13989
1359,kamrup metropolitan,373761
1360,nagaon,114296
1361,barpeta,103248
1362,cachar,98890
1363,sonitpur,93662
1364,dibrugarh,93614
1365,kamrup,84609
1366,tinsukia,76944
1367,jorhat,70809
1368,golaghat,54950
1369,781032,30419
1370,781022,24236
1371,781001,21980
1372,781038,19306
1373,783380,17946
1374,785001,17515
1375,781011,17500
1376,781009,17023
1377,786001,16755
1378,781028,15378
1379,kamrup metropolitan,412013
1380,nagaon,129371
1381,barpeta,116286
1382,cachar,111470
1383,sonitpur,105050
1384,dibrugarh,104663
1385,kamrup,95973
1386,tinsukia,86763
1387,jorhat,78731
1388,dhubri,62477
1389,781032,33205
1390,781022,26607
1391,781001,24106
1392,781038,21242
1393,783380,19871
1394,781011,19355
1395,785001,19193
1396,781009,18666
1397,786001,18552
1398,781028,17121
1399,kamrup metropolitan,457023
1400,nagaon,151932
1401,barpeta,135525
1402,cachar,129067
1403,sonitpur,121435
1404,dibrugarh,121028
1405,kamrup,112992
1406,tinsukia,101864
1407,jorhat,90601
1408,dhubri,76285
1409,781032,36494
1410,781022,29237
1411,781001,26634
1412,781038,23439
1413,783380,22873
1414,781011,21654
1415,785001,21271
1416,786001,20738
1417,781009,19800
1418,781028,19046
1419,kamrup metropolitan,499403
1420,nagaon,168903
1421,barpeta,150166
1422,cachar,143851
1423,dibrugarh,134339
1424,sonitpur,134006
1425,kamrup,124944
1426,tinsukia,113239
1427,jorhat,99517
1428,dhubri,84816
1429,781032,39646
1430,781022,31853
1431,781001,29045
1432,781038,25600
1433,783380,25150
1434,781011,23762
1435,785001,23212
1436,786001,22736
1437,781028,20913
1438,781009,20809
1439,kamrup metropolitan,546458
1440,nagaon,185101
1441,barpeta,164341
1442,cachar,158821
1443,dibrugarh,147001
1444,sonitpur,146796
1445,kamrup,136799
1446,tinsukia,124067
1447,jorhat,108380
1448,dhubri,93699
1449,781032,43335
1450,781022,34873
1451,781001,31894
1452,781038,27985
1453,783380,27308
1454,781011,26044
1455,785001,25298
1456,786001,24846
1457,781028,22952
1458,782435,22802
1459,kamrup metropolitan,589688
1460,nagaon,200243
1461,barpeta,177789
1462,cachar,172056
1463,sonitpur,158555
1464,dibrugarh,158509
1465,kamrup,147671
1466,tinsukia,134067
1467,jorhat,116616
1468,dhubri,101643
1469,781032,46783
1470,781022,37652
1471,781001,34483
1472,781038,30260
1473,783380,29414
1474,781011,28064
1475,785001,27259
1476,786001,26762
1477,781028,24813
1478,782435,24658
1479,kamrup metropolitan,630676
1480,nagaon,215750
1481,barpeta,191700
1482,cachar,185350
1483,dibrugarh,170604
1484,sonitpur,170519
1485,kamrup,159018
